dialogue|tag|response
Subdural electrode placement|brain|brain
Stereoelectroencephalography (SEEG)|brain|brain
Brainwave monitoring|brain|brain
Intracranial EEG|brain|brain
Seizure surgery|brain|brain
Epilepsy monitoring unit|brain|brain
Surgical seizure focus|brain|brain
Brain resection|brain|brain
Cortical resection|brain|brain
Temporal lobe resection|brain|brain
Extratemporal lobe surgery|brain|brain
Lesion removal surgery|brain|brain
Brain lesionectomy|brain|brain
margin resection|brain|brain
bed radiation|brain|brain
Postoperative radiation|brain|brain
Brain cancer surgery|brain|brain
Metastatic brain surgery|brain|brain
Pediatric brain surgery|brain|brain
Pediatric neurosurgery|brain|brain
Pediatric brain removal|brain|brain
Congenital brain malformation surgery|brain|brain
Chiari malformation surgery|brain|brain
Dural repair surgery|brain|brain
Posterior fossa decompression|brain|brain
Dural tear repair|brain|brain
Intraoperative brain monitoring|brain|brain
Neurophysiological monitoring|brain|brain
Motor-evoked potentials|brain|brain
Somatosensory-evoked potentials|brain|brain
Brainstem auditory-evoked responses|brain|brain
Visual-evoked potentials|brain|brain
Intraoperative neurostimulation|brain|brain
Intraoperative brain mapping|brain|brain
Awake brain surgery|brain|brain
Awake functional mapping|brain|brain
Craniotmy|brain|brain
Craniotimy|brain|brain
Crainiotomy|brain|brain
Craniiectomy|brain|brain
Craniectmy|brain|brain
Brain bopsy|brain|brain
Brain biopcy|brain|brain
Sterotactic surgery|brain|brain
Stereotaxic surgery|brain|brain
Stereotactc surgery|brain|brain
Endscopic brain surgery|brain|brain
Endoscpic brain surgery|brain|brain
Endocopic surgery|brain|brain
Awake brain surgry|brain|brain
Awke brain surgery|brain|brain
Skull bse surgery|brain|brain
Scul base surgery|brain|brain
Sculbse surgery|brain|brain
Brain tummor removal|brain|brain
Brain tumar removal|brain|brain
Brain removl|brain|brain
Glioma surgary|brain|brain
Gliomma surgery|brain|brain
Glioma srugery|brain|brain
Meningoma surgery|brain|brain
Menengioma surgery|brain|brain
Menigioma surgury|brain|brain
Pitutary surgery|brain|brain
Pitutory surgery|brain|brain
Pituitari tumr surgery|brain|brain
Aneurysm clippng|brain|brain
Aneurism clipping|brain|brain
Aneurysum clippng|brain|brain
Aneurysm coilng|brain|brain
Aneurysm coilling|brain|brain
Aneurysm coilingg|brain|brain
Hematoma evacution|brain|brain
Hematoma evauation|brain|brain
Hemotoma evacuation|brain|brain
Deeep brain stimulation|brain|brain
Deap brain stimulation|brain|brain
Deep bran stimulation|brain|brain
Ventriculostmy|brain|brain
Ventriclostomy|brain|brain
Ventriculostomey|brain|brain
Shunt srugery|brain|brain
Sont surgery|brain|brain
VP shut surgery|brain|brain
Third ventriculostimy|brain|brain
Third ventriclostomy|brain|brain
Cavernoma surgery|brain|brain
Cavarnoma surgery|brain|brain
Cavernoma srugery|brain|brain
Brain absess drainage|brain|brain
Brain abcess drainage|brain|brain
Brain abces drainage|brain|brain
Epilepsy srugery|brain|brain
Epilepcy surgery|brain|brain
Epilpsy surgery|brain|brain
Seizure focs resection|brain|brain
Seizure focuz resection|brain|brain
Sizure focus resection|brain|brain
Cortcal mapping|brain|brain
Corticl mapping|brain|brain
Cortical maping|brain|brain
Functional neurosurgry|brain|brain
Functionl neurosurgery|brain|brain
Functional neurosrgery|brain|brain
Laminetomy|brain|brain
Laminotomy|brain|brain
Laminecotmy|brain|brain
Spinal fusionn|brain|brain
Spinal fussion|brain|brain
Spnal fusion|brain|brain
Diseectomy|brain|brain
Discectmy|brain|brain
Diskectomy|brain|brain
Microsurgry|brain|brain
Microssurgery|brain|brain
Microsurgry|brain|brain
Radiosurgry|brain|brain
Radiosrugery|brain|brain
Radiousrgery|brain|brain
Gamma Nife|brain|brain
Gamna Knife|brain|brain
Gama Knife|brain|brain
Cyber Nife|brain|brain
Cyber Kife|brain|brain
Cybernife|brain|brain
Protin|brain|brain
Protin therpy|brain|brain
Proton thrapy|brain|brain
AVM surgery|brain|brain
Arteriovnous malformation repair|brain|brain
Arteriovinus malformation surgery|brain|brain
Artteriovenous malformtion repair|brain|brain
Skul fracture repair|brain|brain
Scul fracture repare|brain|brain
Skull fractur repair|brain|brain
Hemorrhage evacation|brain|brain
Hemmorrhage evacuation|brain|brain
Hemorhage evacuation|brain|brain
Intracerebral hemorhage surgery|brain|brain
Intracerebral hemmorage surgery|brain|brain
Intracerebral hemorage surgery|brain|brain
Subdurral hematoma surgery|brain|brain
Subddural hematoma srugery|brain|brain
Subdural hemotoma surgery|brain|brain
Epidurral hematoma surgery|brain|brain
Epedural hematoma surgery|brain|brain
Epidura hematoma surgery|brain|brain
Burr whole surgery|brain|brain
Bur hole surgery|brain|brain
Bur wholes surgery|brain|brain
Stereotactic radiosurgry|brain|brain
Stereotactic radiosrugery|brain|brain
Stereotactc radiosurgery|brain|brain
Trigemnal neuralgia surgery|brain|brain
Trigemnal neuralga surgery|brain|brain
Trigeminal neualgia surgery|brain|brain
Microvascluar decompression|brain|brain
Microvasclr decompression|brain|brain
Microvascular decompresion|brain|brain
Postrior fossa surgery|brain|brain
Posteiror fossa surgery|brain|brain
Posterior fosa surgery|brain|brain
Transsfenoidal surgery|brain|brain
Transsfenoidl surgery|brain|brain
Transphenoidal surgery|brain|brain
Transoral srugery|brain|brain
Transoal surgery|brain|brain
Transorl surgery|brain|brain
Brainsteem surgery|brain|brain
Branistem surgery|brain|brain
Brainstem surgry|brain|brain
Medullobastoma surgery|brain|brain
Meduloblastma surgery|brain|brain
Medulloblasoma surgery|brain|brain
Ependymoma srugery|brain|brain
Epenymoma surgery|brain|brain
Ependymama surgery|brain|brain
Acousitc neuroma surgery|brain|brain
Acousitc neuromma surgery|brain|brain
Accoustic neuroma surgery|brain|brain
Schwannma surgery|brain|brain
Schwanoma surgery|brain|brain
Schwannoma srugery|brain|brain
Brain cyst remvoval|brain|brain
Brain cyst remvl|brain|brain
Brain cyyst removal|brain|brain
Hydrocephlus surgery|brain|brain
Hydrecephalus surgery|brain|brain
Hydrocephalus srugery|brain|brain
Endscopic third ventriculostomy|brain|brain
Endoscopic third ventriculostomie|brain|brain
Endoscpic third ventriculostmy|brain|brain
Intracrainal pressure monitoring|brain|brain
Intracranl pressure monitoring|brain|brain
Intracrnial pressure monitor|brain|brain
Brain decompression surgery|brain|brain
Brain decompresion surgery|brain|brain
Brain decomresion surgery|brain|brain
Pineal srugery|brain|brain
Pinal surgery|brain|brain
Pineal tumr surgery|brain|brain
Cerebellar surgery|brain|brain
Cerabellar surgery|brain|brain
Cerebllar surgery|brain|brain
Brain herniaton surgery|brain|brain
Brain herniation srugery|brain|brain
Brain herneation surgery|brain|brain
Neurosurgical procedur|brain|brain
Neurosrgical|brain|brain
Neurosurgical procedere|brain|brain
Neuronavigtion|brain|brain
Neuronavigationn|brain|brain
Neuronavigtion|brain|brain
Brainmapping|brain|brain
Brain maping|brain|brain
Brain mpping|brain|brain
Image guided surgry|brain|brain
Image-guidd surgery|brain|brain
Image-guide surgery|brain|brain
Minimlly invasive surgery|brain|brain
Minimlly invasiv surgery|brain|brain
Minimly invasive brain srugery|brain|brain
Intraoperative MMR|brain|brain
Intraoprative MRI|brain|brain
Intraoprative MRA|brain|brain
Intraoprative CT|brain|brain
Functional MRI|brain|brain
Funcional MRI|brain|brain
Functinal MRI|brain|brain
Tumr debulking|brain|brain
Tumour debulking|brain|brain
debulkingg|brain|brain
Lesionectmy|brain|brain
Lesionectomy|brain|brain
Lesionectomy|brain|brain
Hemispherectmy|brain|brain
neuron|brain|brain
neuro|brain|brain
neurogenesis|brain|brain
neuroplasticity|brain|brain
astrocyte|brain|brain
oligodendrocyte|brain|brain
microglia|brain|brain
hippocampus|brain|brain
amygdala|brain|brain
frontal lobe|brain|brain
parietal lobe|brain|brain
occipital lobe|brain|brain
neuros|brain|brain
neur|brain|brain
neuro|brain|brain
neuoro|brain|brain
neuroes|brain|brain
neuroes|brain|brain
Cerebrum|brain|brain
Cerebellum|brain|brain
Brainstem|brain|brain
Thalamus|brain|brain
Hypothalamus|brain|brain
Amygdala|brain|brain
Hippocampus|brain|brain
Corpus Callosum|brain|brain
Basal Ganglia|brain|brain
Prefrontal Cortex|brain|brain
Temporal Lobes|brain|brain
Occipital Lobes|brain|brain
Parietal Lobes|brain|brain
Pons|brain|brain
Medulla Oblongata|brain|brain
Pineal Gland|brain|brain
Pituitary Gland|brain|brain
Ventricles|brain|brain
Alzheimers |brain|brain
Parkinsons |brain|brain
Multiple Sclerosis|brain|brain
Epilepsy|brain|brain
Brain|brain|brain
Chronic Traumatic Encephalopathy (CTE)|brain|brain
Brain Aneurysm|brain|brain
Stroke|brain|brain
Encephalitis|brain|brain
Meningitis|brain|brain
Creutzfeldt-Jakob  (CJD)|brain|brain
Hydrocephalus|brain|brain
Brain Abscess|brain|brain
Brain Atrophy|brain|brain
Myasthenia Gravis|brain|brain
Tension Headache|brain|brain
Cluster Headache|brain|brain
Neurodegenerative |brain|brain
Autoimmune Encephalitis|brain|brain
Electroencephalogram (EEG)|brain|brain
Magnetic Resonance Imaging (MRI)|brain|brain
Computed Tomography (CT) Scan|brain|brain
Lumbar Puncture (Spinal Tap)|brain|brain
Positron Emission Tomography (PET) Scan|brain|brain
Neuroimaging|brain|brain
Neuroendoscopy|brain|brain
Cerebral Angiography|brain|brain
Brain Biopsy|brain|brain
Cerebrospinal Fluid (CSF) Analysis|brain|brain
Deep Brain Stimulation (DBS)|brain|brain
Neuropsychological Testing|brain|brain
migraines|brain|brain
cognitive dysfunction|brain|brain
neurodegeneration|brain|brain
neuropsychological disorders|brain|brain
brain|brain|brain
memory loss|brain|brain
neurodevelopmental disorders|brain|brain
brain|brain|brain
neuroinflammation|brain|brain
stroke|brain|brain
epilepsy|brain|brain
neurocognitive disorders|brain|brain
encephalitis|brain|brain
dementia|brain|brain
brain aneurysm|brain|brain
neurogenetic disorders|brain|brain
Parkinson's |brain|brain
Alzheimer's |brain|brain
seizures|brain|brain
neurotoxic effects|brain|brain
brain lesions|brain|brain
migraine headaches|brain|brain
traumatic brain|brain|brain
neurofibromatosis|brain|brain
brain hemorrhage|brain|brain
neurovascular disorders|brain|brain
attention deficit disorder|brain|brain
schizophrenia|brain|brain
bipolar disorder|brain|brain
autism spectrum disorder|brain|brain
neurobehavioral disorders|brain|brain
cerebral palsy|brain|brain
multiple sclerosis|brain|brain
brain abscess|brain|brain
meningitis|brain|brain
encephalopathy|brain|brain
neuroblastoma|brain|brain
brain metastases|brain|brain
glioma|brain|brain
medulloblastoma|brain|brain
hypoxic brain|brain|brain
neurocysticercosis|brain|brain
neurosarcoidosis|brain|brain
cerebral edema|brain|brain
normal pressure hydrocephalus|brain|brain
frontotemporal dementia|brain|brain
vascular dementia|brain|brain
Lewy body dementia|brain|brain
progressive supranuclear palsy|brain|brain
Pick's |brain|brain
Huntington's |brain|brain
Creutzfeldt-Jakob |brain|brain
neurocardiogenic syncope|brain|brain
Chronic Traumatic Encephalopathy|brain|brain
mood disorders|brain|brain
obsessive-compulsive disorder|brain|brain
panic disorder|brain|brain
post-traumatic stress disorder|brain|brain
neuropharmacology|brain|brain
neurotoxin exposure|brain|brain
cerebral vasculitis|brain|brain
neuroimmunology|brain|brain
neuroendocrines|brain|brain
cognitive impairment|brain|brain
neuropsychosis|brain|brain
neurobiological disorders|brain|brain
brainstem disorders|brain|brain
neuroanatomy|brain|brain
cerebrovascular accident|brain|brain
neurobiological conditions|brain|brain
neuroepithelials|brain|brain
neurotrophic disorders|brain|brain
neurodegenerative s|brain|brain
neuropsychiatry|brain|brain
brain pathology|brain|brain
neurotrauma|brain|brain
neurogenesis|brain|brain
neuroscience|brain|brain
cerebral vascular malformations|brain|brain
neurodevelopmental anomalies|brain|brain
neurodystrophy|brain|brain
neurovascular malformations|brain|brain
neuroimmune disorders|brain|brain
neuroscience|brain|brain
cerebral cortex|brain|brain
neurotransmitter|brain|brain
brainstem|brain|brain
hippocampus|brain|brain
cerebellum|brain|brain
amygdala|brain|brain
prefrontal cortex|brain|brain
neurodegeneration|brain|brain
hemisphere|brain|brain
cerebrospinal fluid|brain|brain
synapse|brain|brain
neuroplasticity|brain|brain
frontal lobe|brain|brain
temporal lobe|brain|brain
parietal lobe|brain|brain
occipital lobe|brain|brain
gray matter|brain|brain
white matter|brain|brain
neuroimaging|brain|brain
electroencephalogram|brain|brain
brain wave|brain|brain
cognitive function|brain|brain
neurodevelopment|brain|brain
neuropsychology|brain|brain
brain|brain|brain
stroke rehabilitation|brain|brain
neurotoxin|brain|brain
epilepsy |brain|brain
brain|brain|brain
neurogenesis|brain|brain
brain activity|brain|brain
neurofeedback|brain|brain
brain scan|brain|brain
neuropsychological assessment|brain|brain
brain lesions|brain|brain
mental health|brain|brain
neurobiological|brain|brain
neurobehavioral|brain|brain
neuroanatomy|brain|brain
cognitive decline|brain|brain
neurosurgery|brain|brain
brain function|brain|brain
neuropharmacology|brain|brain
neurorehabilitation|brain|brain
brain plasticity|brain|brain
neuroendocrinology|brain|brain
neuroethology|brain|brain
neurodevelopmental disorders|brain|brain
neuroimmunology|brain|brain
neurotrauma|brain|brain
neurobiology|brain|brain
neurotherapy|brain|brain
neurohistology|brain|brain
brain mapping|brain|brain
neurotoxicology|brain|brain
neurochemistry|brain|brain
neurocardiology|brain|brain
brain dysfunction|brain|brain
neuroinformatics|brain|brain
neuroplastic|brain|brain
neuroengineering|brain|brain
neurotrophic factors|brain|brain
neuroinflammation|brain|brain
cognitive|brain|brain
neuroimmunological|brain|brain
neurovascular|brain|brain
brain |brain|brain
neurotransmission|brain|brain
neuropsychiatry|brain|brain
neuropsychological disorders|brain|brain
neurophysiology|brain|brain
brain recovery|brain|brain
neurocognitive|brain|brain
brain health|brain|brain
neurobehavioral|brain|brain
brainstem|brain|brain
neurogenetic|brain|brain
neurodegenerative s|brain|brain
brain pathology|brain|brain
neuroimaging techniques|brain|brain
neurotransmitter systems|brain|brain
neurodevelopmental delays|brain|brain
brain wave activity|brain|brain
neuropharmacological|brain|brain
neurobiological research|brain|brain
neurodiagnostics|brain|brain
brain health assessment|brain|brain
neurodegenerative disorders|brain|brain
neurodiagnostic tests|brain|brain
neuroscientific research|brain|brain
neurodevelopmental studies|brain|brain
neuropsychological evaluation|brain|brain
neuroendocrine systems|brain|brain
neuropsychometric testing|brain|brain
brain|brain|Study of the nervous system and the brain.
neurologist|brain|Specialist in the field of neurology.
nervous system|brain|Study of the nervous system and the brain.
teeth doctor|dentist|teeth
Enamel|dentist|dentist
Dentin|dentist|dentist
Pulp|dentist|dentist
Gingiva|dentist|dentist
Periodontal Ligament|dentist|dentist
Crown|dentist|dentist
Root|dentist|dentist
Cementum|dentist|dentist
Incisor|dentist|dentist
Molar|dentist|dentist
Premolar|dentist|dentist
Canine|dentist|dentist
Caries|dentist|dentist
Gingivitis|dentist|dentist
Periodontitis|dentist|dentist
Halitosis|dentist|dentist
Pulpitis|dentist|dentist
Abscess|dentist|dentist
Bruxism|dentist|dentist
Oral Cancer|dentist|dentist
Herpes Simplex|dentist|dentist
X-ray|dentist|dentist
Prophylaxis|dentist|dentist
Periodontal Charting|dentist|dentist
Bitewing|dentist|dentist
Panoramic X-ray|dentist|dentist
Clinical Examination|dentist|dentist
Fillings|dentist|dentist
Root Canal|dentist|dentist
Crowns|dentist|dentist
Bridges|dentist|dentist
Dentures|dentist|dentist
Scaling and Root Planing|dentist|dentist
Tooth Extraction|dentist|dentist
Whitening|dentist|dentist
Sealants|dentist|dentist
tooth decay|dentist|dentist
cavity|dentist|dentist
gum |dentist|dentist
gingivitis|dentist|dentist
periodontitis|dentist|dentist
dental plaque|dentist|dentist
dental calculus|dentist|dentist
root canal|dentist|dentist
tooth extraction|dentist|dentist
dental filling|dentist|dentist
dental crown|dentist|dentist
dental bridge|dentist|dentist
dental implant|dentist|dentist
orthodontics|dentist|dentist
braces|dentist|dentist
retainer|dentist|dentist
teeth whitening|dentist|dentist
dental bonding|dentist|dentist
dental veneer|dentist|dentist
enamel erosion|dentist|dentist
tooth sensitivity|dentist|dentist
dental X-ray|dentist|dentist
oral hygiene|dentist|dentist
dental -up|dentist|dentist
